id,logFC,AveExpr,t,P.Value,adj.P.Val,B,TargetFullName,Target,EntrezGeneSymbol,Type
FUT5.4549.78.2,0.54249062836905515,10.22122628899099,4.656441411773931,3.4194145831136736e-5,0.004087754706176801,2.204628057363184,"Alpha-(1,3)-fucosyltransferase 5",FUT5,FUT5,Protein
OMD.5358.3.3,-0.6508192729623586,10.594056717816057,-4.568188330909411,4.516397216771549e-5,0.004949218616712155,1.9421717081254801,Osteomodulin,OMD,OMD,Protein
KIT.2475.1.3,-0.5870738283696756,11.654283779683043,-4.472817786362791,6.091649207799309e-5,0.006161937467889301,1.6602204493014288,Mast/stem cell growth factor receptor Kit,SCF sR,KIT,Protein
NOTCH1.5107.7.2,-0.26339913669485443,12.2978732858212,-4.407341736233049,7.473633945726142e-5,0.007019877599021341,1.4677269167528824,Neurogenic locus notch homolog protein 1,Notch 1,NOTCH1,Protein
SERPINF2.3024.18.2,-0.20493025849222224,8.39291987086035,-4.281659953330437,1.103972468049016e-4,0.009171956569020347,1.100891144012139,Alpha-2-antiplasmin,a2-Antiplasmin,SERPINF2,Protein
CA3.3799.11.2,0.7112632150627552,8.13029411090743,4.249123838203422,1.220639836755654e-4,0.009171956569020347,1.006528909884688,Carbonic anhydrase 3,Carbonic anhydrase III,CA3,Protein
IL5RA.4491.4.2,0.6959510739009931,8.32814836389427,4.2162685871113394,1.3506524995690172e-4,0.009171956569020347,0.911505073289506,Interleukin-5 receptor subunit alpha,IL-5 Ra,IL5RA,Protein
SH2D1A.4567.82.2,-0.4063442413715199,10.010116305832025,-4.2142287660409945,1.359155785128402e-4,0.009171956569020347,0.9056144010288696,SH2 domain-containing protein 1A,SH21A,SH2D1A,Protein
IL1B.3037.62.1,-0.47135134741869666,9.990736236103443,-4.208993197340548,1.3812209943760067e-4,0.009171956569020347,0.8904997324655941,Interleukin-1 beta,IL-1b,IL1B,Protein
SPINT1.2828.82.2,-0.4971117813845171,11.154103575379159,-4.19300952561051,1.4507697053532946e-4,0.009171956569020347,0.844399167806066,Kunitz-type protease inhibitor 1,HAI-1,SPINT1,Protein
CCL21.2516.57.3,-0.4705893627199796,11.308025889334763,-4.189893026667488,1.4647231022770136e-4,0.009171956569020347,0.8354180666192192,C-C motif chemokine 21,6Ckine,CCL21,Protein
LTA.LTB.3505.6.2,-0.37220170998171476,5.323748398064107,-4.150302098799717,1.6537945025352414e-4,0.009885180776517465,0.7215440278404115,Lymphotoxin alpha1:beta2,Lymphotoxin a1/b2,LTA LTB,Protein
ROBO2.5116.62.2,-0.2202952876669773,9.572150768786743,-4.076345190910955,2.0727537990053265e-4,0.011806943504776889,0.509941253420191,Roundabout homolog 2,ROBO2,ROBO2,Protein
SOD2.5008.51.1,-0.45752022819810745,13.655150837600385,-4.063574914562206,2.1548794229250598e-4,0.011806943504776889,0.47355510129336853,"Superoxide dismutase [Mn], mitochondrial",Mn SOD,SOD2,Protein
CA9.3798.71.1,-0.41425691535958714,9.281106772375237,-4.040765880502574,2.3095127308351968e-4,0.012148036964193136,0.4086796312155725,Carbonic anhydrase 9,Carbonic anhydrase 9,CA9,Protein
CAPG.4968.50.1,0.32362594838869785,7.638677108470358,4.001178623120617,2.60388881862922e-4,0.013169668448067018,0.29643484928118813,Macrophage-capping protein,CAPG,CAPG,Protein
PPIB.4718.5.2,-0.3498102975675132,10.209781417252096,-3.954801304266898,2.995286178838306e-4,0.014585908912511325,0.16552105482314872,Peptidyl-prolyl cis-trans isomerase B,PPIB,PPIB,Protein
SMPDL3A.4771.10.3,-0.3731269354220257,10.1946802601742,-3.9427772114758994,3.1057448635005104e-4,0.014585908912511325,0.13168445506653104,Acid sphingomyelinase-like phosphodiesterase 3a,ASM3A,SMPDL3A,Protein
IL1R2.14133.93.3,-0.3563164779408242,11.256573932949463,-3.917905851671015,3.346910386426188e-4,0.01517650744189806,0.061834472050725786,Interleukin-1 receptor type 2,IL-1 sRII,IL1R2,Protein
TIE1.2844.53.2,-0.29580717878048973,10.786490849788311,-3.8942131739954844,3.5934823443145033e-4,0.015751430942578575,-0.00452780205445702,"Tyrosine-protein kinase receptor Tie-1, soluble",sTie-1,TIE1,Protein
EPHB4.3612.6.4,-0.19253035535964116,9.702826566797528,-3.802163414447714,4.7294488905591053e-4,0.02006201706801685,-0.2606629374617011,Ephrin type-B receptor 4,EphB4,EPHB4,Protein
TIMP1.2211.9.11,0.22447067511477725,5.782162430027608,3.7813903863284097,5.030209904069107e-4,0.02067101882453399,-0.3180823277429843,Metalloproteinase inhibitor 1,TIMP-1,TIMP1,Protein
PDE11A.5252.33.3,-0.24525383519264582,8.518889512212679,-3.7036741873261576,6.32796518782775e-4,0.02521598249088937,-0.5315996632302316,"Dual 3',5'-cyclic-AMP and -GMP phosphodiesterase 11A",PDE11,PDE11A,Protein
GFRA3.2505.49.3,-0.3477635526313334,8.313103585180931,-3.677823659819441,6.827195382963676e-4,0.025653702249691233,-0.6021550564721174,GDNF family receptor alpha-3,GFRa-3,GFRA3,Protein
CCL22.3508.78.3,-0.33067331580347864,7.69585580924532,-3.67778440525165,6.82798158737029e-4,0.025653702249691233,-0.6022620156734142,C-C motif chemokine 22,MDC,CCL22,Protein
NPPB.7655.11.3,0.9863825138488708,9.421826007193712,3.6191875881222737,8.104151537208575e-4,0.02882118174554502,-0.761303346383265,N-terminal pro-BNP,N-terminal pro-BNP,NPPB,Protein
AHSG.3581.53.3,-0.21591153904090618,8.03780038059893,-3.614544418941828,8.21454968155434e-4,0.02882118174554502,-0.7738519601277174,Alpha-2-HS-glycoprotein,a2-HS-Glycoprotein,AHSG,Protein
MATN2.3325.2.2,-0.2040123503398981,10.83355260420035,-3.6017846430368285,8.525431553837574e-4,0.02882118174554502,-0.8082952817757665,Matrilin-2,MATN2,MATN2,Protein
ANGPTL4.3796.79.2,-0.31492655153985116,10.506532269624918,-3.5924058435924726,8.761119425700916e-4,0.02882118174554502,-0.8335733801622123,Angiopoietin-related protein 4,ANGL4,ANGPTL4,Protein
WFIKKN1.3191.50.2,-0.38324895694345573,7.0581821313926305,-3.588378912170951,8.864226230403988e-4,0.02882118174554502,-0.844416800999972,"WAP, kazal, immunoglobulin, kunitz and NTR domain-containing protein 1",WFKN1,WFIKKN1,Protein
DPP7.3608.12.1,-0.2887619966476707,9.52905633619651,-3.57908286619454,9.106717142564647e-4,0.02882118174554502,-0.8694251873869838,Dipeptidyl peptidase 2,DPP2,DPP7,Protein
BMP10.3587.53.2,-0.33916272436098527,8.292003476297316,-3.5740844035424986,9.239725932506208e-4,0.02882118174554502,-0.8828586434700147,Bone morphogenetic protein 10,BMP10,BMP10,Protein
FAS.5392.73.2,0.219106537905249,8.218050783330662,3.5672571589777284,9.424416844550843e-4,0.02882118174554502,-0.9011916724421329,Tumor necrosis factor receptor superfamily member 6,"Fas, soluble",FAS,Protein
TNFSF15.2968.61.1,0.34327254078090264,8.561881309655375,3.556956095101985,9.709807578473058e-4,0.029019084012936527,-0.9288192636513513,Tumor necrosis factor ligand superfamily member 15,TNFSF15,TNFSF15,Protein
HS6ST1.5465.32.3,-0.18854370884442212,8.999294111639756,-3.5305595271365315,0.0010479493829597018,0.030623409746489062,-0.999429253013191,Heparan-sulfate 6-O-sulfotransferase 1,H6ST1,HS6ST1,Protein
ADAMTS13.3175.51.5,-0.355956317081098,9.684446853840537,-3.5195151289812716,0.0010818610645703,0.030927115215433575,-1.0288925847261927,A disintegrin and metalloproteinase with thrombospondin motifs 13,ATS13,ADAMTS13,Protein
GP1BA.4990.87.1,-0.28133185435510144,7.500837822950039,-3.510426053634207,0.001110555901442648,0.03107193639142728,-1.0531039224578862,Platelet glycoprotein Ib alpha chain,GP1BA,GP1BA,Protein
RSPO4.8464.31.3,0.20628303162262215,5.646942348686825,3.4894823981870267,0.0011794799554765336,0.032312836280242535,-1.108769513919719,R-spondin-4,RSPO4,RSPO4,Protein
MASP1.3605.77.4,-0.25488152487096233,10.603019271835452,-3.4812810506914156,0.0012075712808529862,0.03236441619780801,-1.1305202881811258,Mannan-binding lectin serine protease 1,MASP3,MASP1,Protein
PLG.4151.6.2,-0.20107219707425258,9.848317286968344,-3.4746968338143547,0.0012305861672170346,0.03236441619780801,-1.1479628553258543,Plasminogen,Plasminogen,PLG,Protein
AGRP.2813.11.2,-0.3527859032309969,7.477672014333765,-3.4056793093638933,0.0014985068452021343,0.038229697200745705,-1.3297438810404785,Agouti-related protein,ART,AGRP,Protein
PRKCD.2869.68.3,-0.2859073184878961,10.63548247186148,-3.4025836333205812,0.001511744680181579,0.038229697200745705,-1.3378515475623978,Protein kinase C delta type,PKC-D,PRKCD,Protein
ENPP7.4435.66.2,0.7659476665785383,9.840317514511636,3.3306024458247574,0.0018529547826763605,0.04597425545697008,-1.5252341395933104,Ectonucleotide pyrophosphatase/phosphodiesterase family member 7,ENPP7,ENPP7,Protein
KLK7.3378.49.2,-0.44297795982518307,8.476805368565122,-3.289768505736448,0.0020779313708427843,0.05060147690107891,-1.6305437698868799,Kallikrein-7,Kallikrein 7,KLK7,Protein
Human.virus.2623.54.4,-0.3024026963348312,8.406055382323482,-3.273670062209838,0.002173577797413309,0.05177532307965303,-1.6718598977744374,Protein E7_HPV16,HPV E7 Type 16,Human-virus,Protein
ABL2.5261.13.3,-0.1987728772231687,8.780504201318,-3.2652670671339648,0.0022251506690079627,0.05177532307965303,-1.6933801844759042,Abelson tyrosine-protein kinase 2,ABL2,ABL2,Protein
F2.5316.54.3,-0.15398651453990067,15.79746493913166,-3.26220145003985,0.002244253547939333,0.05177532307965303,-1.7012234643801332,Prothrombin,Prothrombin,F2,Protein
WISP1.3057.55.1,-0.1932859706722058,9.961743565993192,-3.2503291327910953,0.002319714031650605,0.05259351640725078,-1.731558671698422,WNT1-inducible-signaling pathway protein 1,WISP-1,WISP1,Protein
PRL.2585.2.5,-0.3823375132594081,8.11345989628454,-3.235790994906421,0.0024154016785391938,0.053834800123373557,-1.768618948983991,Prolactin,PRL,PRL,Protein
RSPO3.13094.75.3,0.20369241202635588,8.402327034380814,3.2011530398091903,0.0026586978280301087,0.057638709433794004,-1.8565299075685155,R-spondin-3,RSPO3,RSPO3,Protein
CCL28.2890.59.2,0.4046823769176305,10.408339278967533,3.199112126708337,0.002673734810236832,0.057638709433794004,-1.8616925703599838,C-C motif chemokine 28,CCL28,CCL28,Protein
APOL1.11510.31.3,-0.28285697477470056,12.998638239387773,-3.191631697504586,0.0027295407333613893,0.05789267845758431,-1.880598501155272,Apolipoprotein L1,Apo L1,APOL1,Protein
LAMA1.LAMB1.LAMC1.2728.62.2,0.28827881100554087,9.322753791124718,3.185656834004495,0.002774905512142483,0.057920646801069293,-1.8956806725005224,Laminin,Laminin,LAMA1 LAMB1  LAMC1,Protein
CGA.FSHB.3032.11.2,0.774334350237069,6.496530877116268,3.177251814096565,0.0028399315327902524,0.05835171821279972,-1.9168691321187366,Follicle stimulating hormone,FSH,CGA FSHB,Protein
IGFBP3.2571.12.3,-0.3552811744539977,7.53505752573466,-3.152430178986964,0.0030404887680268956,0.05923463401033183,-1.9792498598217296,Insulin-like growth factor-binding protein 3,IGFBP-3,IGFBP3,Protein
MATK.3823.9.1,-0.2649137752842998,7.024372470354967,-3.15142278971742,0.003048904791287988,0.05923463401033183,-1.9817754716458715,Megakaryocyte-associated tyrosine-protein kinase,MATK,MATK,Protein
EFNB3.2514.65.3,-0.318619143144938,8.459680035621673,-3.14518381680139,0.00310151966333583,0.05923463401033183,-1.9974064300599759,Ephrin-B3,Ephrin-B3,EFNB3,Protein
MMP13.4925.54.2,-0.35868827674311016,7.616096934010951,-3.139730708126499,0.00314820904495465,0.05923463401033183,-2.011053405458501,Collagenase 3,MMP-13,MMP13,Protein
CD48.3292.75.1,-0.19233818269897038,7.021258445423116,-3.1373438202377733,0.0031688538598554344,0.05923463401033183,-2.017022400606228,CD48 antigen,CD48,CD48,Protein
DCTPP1.4314.12.2,0.27457817446553845,11.092679394670531,3.135305349194661,0.003186586354394153,0.05923463401033183,-2.0221179499173374,dCTP pyrophosphatase 1,XTP3A,DCTPP1,Protein
CSF1.3738.54.1,-0.2810314499014145,9.794811665644662,-3.1339738223777003,0.0031982197830673458,0.05923463401033183,-2.0254452888225325,Macrophage colony-stimulating factor 1,CSF-1,CSF1,Protein
LTA.LTB.3506.49.1,-0.30159670392702326,8.846702708013305,-3.104575621107963,0.0034655237209357316,0.06298313499671968,-2.098692071378636,Lymphotoxin alpha2:beta1,Lymphotoxin a2/b1,LTA LTB,Protein
CRK.4976.57.1,0.2800597543374866,10.252358254128234,3.0877745010222006,0.003627617011390222,0.06298313499671968,-2.1403656656035004,Adapter molecule crk,CRK,CRK,Protein
CHIT1.3600.2.3,0.6119754319604115,8.257171958891991,3.0873816863631838,0.0036314909956808826,0.06298313499671968,-2.1413383656626177,Chitotriosidase-1,Chitotriosidase-1,CHIT1,Protein
GFRA2.2515.14.3,-0.22097649948461567,10.117880712459945,-3.0871648969234493,0.003633630668813223,0.06298313499671968,-2.141875154346118,GDNF family receptor alpha-2,GFRa-2,GFRA2,Protein
SERPINC1.3344.60.4,-0.1509668623565645,15.117706734528884,-3.0865111806198238,0.0036400899313693497,0.06298313499671968,-2.143493671729246,Antithrombin-III,Antithrombin III,SERPINC1,Protein
PGF.3078.1.2,0.2238665988765773,6.257931001986144,3.0668057291046873,0.003839954655135568,0.06557844638315938,-2.1921838368260085,Placenta growth factor,PlGF,PGF,Protein
GSTP1.4911.49.2,0.22547360253212745,10.398102809592599,3.0545031506693423,0.003969929777278334,0.06623521369496559,-2.2224855790978273,Glutathione S-transferase P,Glutathione S-transferase Pi,GSTP1,Protein
BCAN.3461.58.1,-0.3658998312282876,8.905359481525243,-3.0536449222615873,0.00397914972007778,0.06623521369496559,-2.2245966427692796,Brevican core protein,PGCB,BCAN,Protein
CDH5.2819.23.2,-0.24610994547819842,10.749497369213515,-3.0433632792309435,0.00409118414376189,0.06724883936308607,-2.249858983677946,Cadherin-5,Cadherin-5,CDH5,Protein
ASGR1.5452.71.3,0.24373875304510365,9.350060525270328,3.0312196214990155,0.004227330667189596,0.06862888675746072,-2.279628670646133,Asialoglycoprotein receptor 1,ASGR1,ASGR1,Protein
STC1.4930.21.1,0.2536437146017384,8.368367427008671,3.0254150571352674,0.004293902291861813,0.06885953065607663,-2.2938323191276044,Stanniocalcin-1,Stanniocalcin-1,STC1,Protein
C4A.C4B.4481.34.2,0.25628512177132506,15.59720704055901,3.0113191729463944,0.004459691568522647,0.06971832332716787,-2.328254285945955,Complement C4,C4,C4A C4B,Protein
EPHA2.4834.61.2,0.25731140706789735,9.205697632385485,3.0094828410013093,0.004481727246523777,0.06971832332716787,-2.332731221125055,Ephrin type-A receptor 2,Epithelial cell kinase,EPHA2,Protein
REG4.11102.22.3,0.3704648955251986,7.543714537750917,3.007427889372823,0.0045065075914899385,0.06971832332716787,-2.3377391279445305,Regenerating islet-derived protein 4,REG4,REG4,Protein
F10.3077.66.2,-0.19750662541861758,10.521809083396006,-2.9857328472286593,0.004776094558102099,0.072546417582136,-2.390479290029071,Coagulation factor Xa,Coagulation Factor Xa,F10,Protein
ECM1.3366.51.2,-0.22511621117764705,12.440832268709416,-2.983892297225711,0.004799648919882761,0.072546417582136,-2.394942608062442,Extracellular matrix protein 1,ECM1,ECM1,Protein
PRKCZ.2645.54.1,-0.30503580452120777,7.856443677662014,-2.9764932323749655,0.004895442307913011,0.07267146823874204,-2.412867807636396,Protein kinase C zeta type,PKC-Z,PRKCZ,Protein
DPT.4979.34.2,0.2664427552463016,8.788863348366581,2.9735495789362028,0.004934049195557252,0.07267146823874204,-2.419991397893534,Dermatopontin,DERM,DPT,Protein
TEK.3773.15.4,-0.24924786870814952,8.909728876013286,-2.9672225085930553,0.005017999050759265,0.07267146823874204,-2.435287744509961,"Angiopoietin-1 receptor, soluble",sTie-2,TEK,Protein
SERPINA4.3449.58.2,-0.18612649803389414,13.364307174025686,-2.966402544832498,0.005028976129068841,0.07267146823874204,-2.437268585374891,Kallistatin,Kallistatin,SERPINA4,Protein
MICA.2730.58.2,-0.725173476479954,6.229865086690787,-2.961119004269635,0.005100249960724814,0.07269392700310659,-2.4500240806548743,MHC class I polypeptide-related sequence A,MICA,MICA,Protein
MB.3042.7.2,0.2451634493952235,8.500080882217382,2.955182659933737,0.005181458950836411,0.07269392700310659,-2.4643383888687147,Myoglobin,Myoglobin,MB,Protein
NTRK1.3477.63.2,-0.3752788330356926,10.327695903946433,-2.9541020081127947,0.005196371968282904,0.07269392700310659,-2.4669422050107426,High affinity nerve growth factor receptor,TrkA,NTRK1,Protein
SERPINA7.2706.69.2,-0.21202891561681897,13.494837354617715,-2.9329055257111585,0.0054971375882957646,0.0760919571432519,-2.517892294427269,Thyroxine-binding globulin,Thyroxine-Binding Globulin,SERPINA7,Protein
CLEC11A.2966.65.2,-0.3011041962166167,7.955798657460225,-2.9267872134136312,0.005586937357116401,0.07652940233966736,-2.5325553551238564,Stem Cell Growth Factor-beta,SCGF-beta,CLEC11A,Protein
DKK4.3365.7.2,0.6346118340133303,9.816375602899145,2.915550849334454,0.0057554406401504055,0.07802478805977096,-2.559433152217043,Dickkopf-related protein 4,Dkk-4,DKK4,Protein
TFF2.9191.8.3,0.3745198407479188,11.518762013330706,2.9042430976642284,0.005929802652080699,0.0795682702804706,-2.5864146086171274,Trefoil factor 2,Trefoil factor 2,TFF2,Protein
CCL27.2192.63.10,0.25620569444492003,6.708976931082227,2.893785564324446,0.006095436490193188,0.08027983914840335,-2.6113071532715693,C-C motif chemokine 27,CTACK,CCL27,Protein
HMGB1.2524.56.3,-0.18406384164660916,9.77783836418919,-2.893194206476536,0.006104930733718886,0.08027983914840335,-2.6127130555275393,High mobility group protein B1,HMG-1,HMGB1,Protein
ITGAV.ITGB5.4917.62.1,0.41368136195627436,8.376974415965396,2.8765351121876215,0.006378134784941068,0.08304205190294559,-2.6522420464991927,Integrin alpha-V: beta-5 complex,Integrin aVb5,ITGAV ITGB5,Protein
MMP17.2838.53.1,-0.289920240156443,8.878252072216647,-2.869752472196899,0.006492602306667734,0.08370364738498108,-2.6682935027927037,Matrix metalloproteinase-17,MMP-17,MMP17,Protein
NTN1.6649.51.3,0.27491845472993187,6.3034201277869535,2.8621966344848597,0.0066223735567577675,0.08372940367762895,-2.6861456735265223,Netrin-1,NET1,NTN1,Protein
CST6.3303.23.2,-0.3773573790920035,10.202224924599873,-2.8589030214624893,0.006679694685936752,0.08372940367762895,-2.693917868510018,Cystatin-M,Cystatin M,CST6,Protein
EGFR.2677.1.1,-0.1818669082493506,12.762805349483958,-2.8585641897659007,0.006685617784145277,0.08372940367762895,-2.694717104108626,Epidermal growth factor receptor,ERBB1,EGFR,Protein
FGF10.2441.2.4,-0.28386608564124516,6.484841709577022,-2.841083514340026,0.0069979223412463005,0.08681384791263098,-2.73586622852757,Fibroblast growth factor 10,FGF-10,FGF10,Protein
ISLR2.13124.20.3,-0.29960541549938924,10.165652002046228,-2.81669770593049,0.007456330681818261,0.09163621351954218,-2.7929920406326545,Immunoglobulin superfamily containing leucine-rich repeat protein 2,ISLR2,ISLR2,Protein
CCL16.4913.78.1,0.3282422072402968,11.976299810092922,2.8121085585867895,0.007545661495107513,0.09187541542654054,-2.8037060785554004,C-C motif chemokine 16,HCC-4,CCL16,Protein
CRP.4337.49.2,1.1108332014893445,11.557608235420375,2.800541485152394,0.007775255698600036,0.09371981629157249,-2.8306596196475926,C-reactive protein,CRP,CRP,Protein
PECAM1.2695.25.1,-0.17061730403692915,7.86759916930739,-2.797352760976396,0.007839680450245606,0.09371981629157249,-2.8380769707947935,Platelet endothelial cell adhesion molecule,PECAM-1,PECAM1,Protein
ADAMTS1.3174.2.1,-0.1864689357733983,6.147147055541115,-2.779540213020666,0.00820877720999381,0.09667793095051844,-2.879407249681291,A disintegrin and metalloproteinase with thrombospondin motifs 1,ATS1,ADAMTS1,Protein
CD226.5062.60.3,-0.4643656754259139,8.400736838345978,-2.7777319869914217,0.008247133995738159,0.09667793095051844,-2.883592980466467,CD226 antigen,CD226,CD226,Protein
SFRP1.3221.54.1,0.2704236266626377,10.039611569514262,2.772589637658072,0.008357126301160357,0.09667793095051844,-2.8954866445624665,Secreted frizzled-related protein 1,SARP-2,SFRP1,Protein
CTSV.3364.76.2,-0.5256853243461176,9.01668890487993,-2.7684437257039023,0.008446794422365617,0.09667793095051844,-2.905064887905572,Cathepsin L2,Cathepsin V,CTSV,Protein
IL22RA1.3620.67.1,-0.30780992567604915,8.247530076929937,-2.7680790592551188,0.008454723999474997,0.09667793095051844,-2.905906910902795,Interleukin-22 receptor subunit alpha-1,IL22RA1,IL22RA1,Protein
TNFRSF10B.5534.49.2,-0.31825742829313036,7.154728272471409,-2.7480002865830135,0.008902136145314973,0.10091645716456198,-2.9521538393169955,Tumor necrosis factor receptor superfamily member 10B,TRAIL R2,TNFRSF10B,Protein
TPT1.3872.2.1,0.24487332201238596,8.750169766850851,2.7394655563510177,0.009098875993819202,0.10205222391016049,-2.9717427318331984,Translationally-controlled tumor protein,TCTP,TPT1,Protein
PRSS27.3624.3.4,-0.30378261535253387,10.714498816116594,-2.7369538135635523,0.009157537963041017,0.10205222391016049,-2.9774998121363834,Serine protease 27,Marapsin,PRSS27,Protein
PLA2G2A.2692.74.2,0.378159552241274,9.516470453982825,2.7283808694967417,0.009360406302163398,0.10287456194134864,-2.997122553463624,"Phospholipase A2, membrane associated",NPS-PLA2,PLA2G2A,Protein
WIF1.2848.2.2,-0.19739608380183657,8.884158393337295,-2.7252458715225774,0.009435624719141156,0.10287456194134864,-3.004287843931402,Wnt inhibitory factor 1,WIF-1,WIF1,Protein
TGFB1.2333.72.1,-0.1972170873426708,8.357261011776137,-2.7239854133333616,0.009466024330724855,0.10287456194134864,-3.0071671419485457,Transforming growth factor beta-1,TGF-b1,TGFB1,Protein
CD86.5337.64.3,-0.20147073421341066,8.20452592655126,-2.7161052324555652,0.009658140223872042,0.10410208519993225,-3.0251474620447736,T-lymphocyte activation antigen CD86,B7-2,CD86,Protein
LRIG3.3322.52.2,-0.18882707549925065,10.229026841711804,-2.6898660231324856,0.010324121741943366,0.10977932735595816,-3.084760740544438,Leucine-rich repeats and immunoglobulin-like domains protein 3,LRIG3,LRIG3,Protein
CYP3A4.2943.5.2,-0.21549328615123006,11.650183097420076,-2.6881310926824424,0.010369616926337323,0.10977932735595816,-3.088688351477113,Cytochrome P450 3A4,Cytochrome P450 3A4,CYP3A4,Protein
ANGPTL3.3281.19.1,-0.1887309216360783,6.70590685817277,-2.6685254032902983,0.0108967519962173,0.11252092854893277,-3.1329510496733235,Angiopoietin-related protein 3,ANGL3,ANGPTL3,Protein
CHEK2.3360.50.4,-0.9168044227053215,6.14759895388501,-2.6674691039659364,0.01092584198226654,0.11252092854893277,-3.135329441520501,Serine/threonine-protein kinase Chk2,Chk2,CHEK2,Protein
CCL7.4886.3.1,0.24515752611312466,7.383677386180144,2.6664994965408155,0.010952607493736421,0.11252092854893277,-3.1375120617009653,C-C motif chemokine 7,MCP-3,CCL7,Protein
IL17RC.5468.67.3,0.17490323907704633,8.111786563408439,2.6480543099322333,0.011473421783415125,0.11614152951393499,-3.178927916291985,Interleukin-17 receptor C,IL-17 RC,IL17RC,Protein
KNG1.4495.33.2,-0.21897428511683334,12.861585254072422,-2.647768367402956,0.011481672119248327,0.11614152951393499,-3.1795683835390878,Kininogen-1,"Kininogen, HMW",KNG1,Protein
TFF3.4721.54.2,0.2669064083972834,10.20513513118202,2.6419105689916114,0.011651894089600908,0.11696366967805492,-3.1926783454939947,Trefoil factor 3,TFF3,TFF3,Protein
MAPT.5854.60.3,0.19080942980164695,5.290398781389364,2.638464894802132,0.01175310349464544,0.1170858416322633,-3.200380429268267,Microtubule-associated protein tau,tau,MAPT,Protein
OPCML.3634.5.4,-0.14021900070432755,9.522137441117309,-2.6270610100364804,0.012093862415209282,0.11957465470676847,-3.2258213279852948,Opioid-binding protein/cell adhesion molecule,OBCAM,OPCML,Protein
GRN.4992.49.1,-0.21235670847819832,11.91306311385118,-2.6122969970957737,0.012548511943698841,0.1231439791489849,-3.258643583069036,Granulins,GRN,GRN,Protein
AMICA1.5094.62.3,0.25586423356180626,6.61947953408581,2.589426379228209,0.01328385872113524,0.1284572581330172,-3.3092305538978195,Junctional adhesion molecule-like,JAML1,AMICA1,Protein
DSC2.13126.52.3,0.1977865062029966,8.608892615396671,2.5893822989891513,0.013285313388661854,0.1284572581330172,-3.309327750506111,Desmocollin-2,DSC2,DSC2,Protein
FCER2.3291.30.2,-0.38602387286776196,9.616202539596443,-2.5837181126999695,0.013473453553119203,0.1293254848346843,-3.321807492020057,Low affinity immunoglobulin epsilon Fc receptor,CD23,FCER2,Protein
CD84.3642.4.1,-0.15355924498643,10.367422415089274,-2.5798258340676674,0.013604150427003407,0.12960389768238637,-3.330372010867951,SLAM family member 5,SLAF5,CD84,Protein
NBL1.2944.66.2,0.2532830156028525,8.189460615306071,2.577005561414931,0.013699575496465175,0.12960389768238637,-3.3365719778479215,Neuroblastoma suppressor of tumorigenicity 1,DAN,NBL1,Protein
PPP3R1.3657.74.3,-0.16317908102699555,10.337906231256033,-2.5702670207929406,0.013930064100203678,0.13084310208405597,-3.351366188557625,Calcineurin subunit B type 1,Calcineurin B a,PPP3R1,Protein
STK17B.5249.31.3,-0.14588337963168252,9.455366824201953,-2.56643828515631,0.01406260049186435,0.13115120316880582,-3.359759757187807,Serine/threonine-protein kinase 17B,DRAK2,STK17B,Protein
CCL18.3044.3.2,0.3764659206283441,10.825215259373648,2.5427352426340977,0.014909118464436896,0.1380668364840459,-3.411524026246855,C-C motif chemokine 18,PARC,CCL18,Protein
